      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.027734         -0.729688         0.332227          null         null         null
    -0.018477         -0.584141         0.266172          null         null         null
    -0.014586         -0.463797         0.213133          null         null         null
    -0.013036         -0.367327         0.170897          null         null         null
    -0.018241         -0.286244         0.146483          5.914634         -1.280488         4.390244
    -0.01264         -0.228409         0.11621          2.957317         0.335366         -0.884146
    -0.008745         -0.18136         0.094726          2.621951         0.27439         -0.945122
    -0.005433         -0.147627         0.075976          1.859756         0.213415         -1.219512
    -0.001808         -0.127477         0.062929          1.036585         0.152439         -0.914634
    0.001484         -0.103349         0.054054          0.548781         0.091463         -0.518293
    -0.000376         -0.076624         0.03465          -0.091463         0.487805         -0.640244
    -0.002058         -0.055831         0.024985          -1.341463         0.609756         -0.426829
    -0.005162         -0.047399         0.012566          -1.890244         0.243902         -0.396341
    -0.004325         -0.044169         0.013959          -1.036585         -0.060976         -0.27439
    0.002985         -0.036703         0.019957          -0.030488         -0.091463         -0.121951
    0.002583         -0.024674         0.017723          -0.030488         -0.030488         -0.152439
    0.002067         -0.019154         0.007733          -0.762195         0.030488         -0.304878
    0.001263         -0.017667         0.002085          -1.219512         0.213415         -0.304878
    -0.000748         -0.013352         0.001473          -1.006098         0.304878         -0.335366
    -0.001575         -0.009119         0.000983          -0.609756         0.335366         -0.396341
    0.002061         -0.009639         0.002935          -0.518293         0.27439         -0.335366
    0.001648         -0.007711         0.002543          -0.121951         0.304878         -0.457317
    -0.006298         0.000472         0.004769          -0.030488         0.243902         -0.548781
    -0.000742         -0.002748         0.010065          -0.457317         0.243902         -0.579268
    0.000969         -0.004151         0.004341          -0.731707         0.182927         -0.182927
    0.002924         -0.003126         0.001715          -1.158537         0.335366         -0.579268
    -0.001958         -0.003868         -0.001948          -1.554878         0.579268         -0.670732
    -0.002348         -0.003485         -0.004879          -1.341463         0.304878         -0.426829
    -0.001683         -0.004741         -0.002341          -1.036585         0.182927         -0.243902
    0.000021         -0.001449         0.001838          -0.762195         0.030488         -0.091463
    0.002946         -0.001159         0.005768          -0.823171         -0.182927         -0.182927
    -0.000768         0.000244         0.007544          -0.97561         -0.243902         -0.030488
    -0.000614         0.001953         0.002715          -1.25         -0.060976         0
    -0.000101         0.000586         -0.006617          -1.890244         0.182927         -0.060976
    -0.002034         -0.002461         -0.009786          -2.256098         0.365854         -0.030488
    0.00306         -0.003726         -0.010173          -1.829268         0.060976         -0.27439
    0.001472         -0.000247         -0.000716          -0.945122         -0.121951         -0.27439
    -0.00351         -0.000783         0.002747          -0.731707         -0.213415         -0.27439
    -0.005152         0.001327         0.004542          -1.097561         -0.27439         -0.182927
    0.001543         -0.001087         0.008126          -1.646342         -0.304878         -0.121951
    0.006117         -0.000089         0.002985          -1.890244         -0.060976         -0.182927
    0.003136         0.001882         -0.004253          -1.737805         0.426829         -0.365854
    -0.002179         -0.001033         -0.008871          -2.042683         0.579268         -0.670732
    -0.001548         -0.004733         -0.009245          -2.012195         0.548781         -0.579268
    -0.001629         -0.002224         -0.003295          -0.914634         0.426829         -0.548781
    0.002798         -0.005685         0.001075          -0.213415         0.304878         -0.70122
