      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.002344         -0.336133         0.751172          null         null         null
    0.001055         -0.265         0.600352          null         null         null
    0.000648         -0.208875         0.478523          null         null         null
    -0.005145         -0.178038         0.338092          -1.95122         2.195122         0.548781
    -0.004898         -0.152196         0.26813          -3.841464         1.006098         -1.158537
    -0.006848         -0.12371         0.224465          -0.457317         -0.030488         -1.25
    -0.009189         -0.096624         0.195978          -1.432927         -0.945122         -0.731707
    -0.011453         -0.084526         0.149947          -4.817073         -1.280488         0.152439
    -0.00799         -0.075238         0.114488          -4.847561         -1.341463         0.487805
    -0.010885         -0.052768         0.10077          -0.945122         -0.548781         0.060976
    -0.007145         -0.02991         0.080812          1.371951         0         -0.579268
    -0.006497         -0.029006         0.054493          0.335366         0.670732         -0.396341
    -0.006956         -0.021252         0.043594          -0.335366         0.792683         0.396341
    -0.004393         -0.011923         0.032336          -0.670732         0.792683         0.396341
    0.000587         -0.008367         0.021768          -0.609756         0.731707         -0.487805
    0.0034         -0.017826         0.018977          0.426829         0.579268         -0.792683
    0.005063         -0.017777         0.024166          1.219512         0.396341         -0.213415
    -0.003371         -0.005237         0.018161          1.036585         0.27439         0.487805
    0.001795         -0.000869         0.01531          -0.152439         0.030488         -0.091463
    0.002022         -0.01007         0.016154          -0.97561         0.579268         -0.823171
    0.002204         -0.007666         0.017025          -0.609756         0.762195         -0.335366
    -0.004878         0.002266         0.012448          0.396341         0.304878         0.884146
    -0.005074         0.002399         0.008396          1.189024         0.030488         1.128049
    -0.002106         -0.00355         0.009256          0.853659         0.365854         0.243902
    -0.000904         0.00009         0.004084          -0.609756         0.792683         0.030488
    -0.003457         -0.0011         -0.002787          -1.798781         0.670732         0.670732
    -0.004719         -0.00381         -0.011995          -0.640244         0.548781         0.609756
    0.001694         -0.005782         -0.001003          1.219512         0.121951         0.213415
    0.006238         0.001234         0.002714          1.829268         0.27439         0.121951
    0.002842         0.004307         -0.000564          0.518293         -0.243902         0.457317
    -0.000852         -0.004757         -0.003966          0.457317         -0.487805         0.914634
    -0.000486         -0.001657         0.000538          1.432927         -0.335366         0.914634
    0.000197         0.007268         0.001797          1.097561         -0.304878         0.579268
    -0.001991         0.008744         -0.006961          0.213415         -0.640244         0.518293
    -0.001397         0.005628         -0.011232          0.914634         -0.762195         0.670732
    0.000054         0.001963         0.002537          2.317073         -0.609756         0.121951
    0.001801         0.003719         0.005546          1.890244         -1.006098         -0.426829
    0.004371         -0.002884         0.005804          0.304878         -0.853659         -0.304878
    0.002129         -0.004065         0.005424          0.213415         -0.762195         -0.27439
    0.004828         -0.000518         0.005316          1.310976         -0.762195         -0.27439
    0.002105         0.000758         0.008354          3.079268         -0.213415         0
    -0.001636         0.005489         0.013129          4.115854         0.060976         0
    0.000644         0.009469         0.012261          2.621951         0.518293         -0.030488
    -0.000461         0.003279         0.012738          -0.335366         0.914634         -0.304878
    0.000803         -0.001479         0.000816          -2.835366         0.823171         -0.487805
    -0.003459         -0.001964         -0.01048          -2.713415         1.128049         -0.243902
    0.003483         -0.002548         -0.007603          -0.457317         0.70122         -0.121951
