      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.007031         -0.680664         0.405859          null         null         null
    -0.000938         -0.525977         0.314922          null         null         null
    0.001594         -0.409844         0.246273          null         null         null
    0.039752         -0.377875         0.232566          15         -0.884146         -1.402439
    0.037661         -0.291363         0.200701          18.963415         -0.152439         -3.04878
    0.031496         -0.205356         0.176772          18.353659         0.304878         -3.018293
    0.022462         -0.13987         0.142394          11.341464         0.304878         -2.835366
    0.013087         -0.108185         0.114306          2.804878         0.548781         -2.743902
    -0.00203         -0.098072         0.080507          -3.170732         0.70122         -2.103659
    -0.010999         -0.1017         0.055031          -5.487805         -0.060976         -1.189024
    -0.015245         -0.090344         0.038165          -5.091464         -0.304878         -0.518293
    -0.018836         -0.077353         0.025649          -3.689024         0.457317         -0.70122
    -0.018194         -0.058953         0.019348          0.457317         0.884146         -0.518293
    -0.019438         -0.035834         0.020556          4.390244         1.128049         0.060976
    -0.013207         -0.017925         0.025234          3.993902         1.219512         0.670732
    -0.005097         -0.009653         0.020187          0.060976         1.25         0.731707
    -0.001148         -0.013191         0.011072          -3.262195         1.158537         0.640244
    0.003574         -0.019342         0.004951          -3.567073         1.067073         0.762195
    0.002273         -0.021333         0.000445          -2.591464         0.70122         1.006098
    -0.001111         -0.021363         0.002505          -0.884146         0.518293         0.487805
    0.000674         -0.016114         0.006496          0.853659         0.182927         0.091463
    0.007961         -0.009961         0.002853          1.432927         -0.152439         -0.335366
    0.01047         -0.003477         0.00404          1.341463         -0.304878         -0.548781
    0.008767         -0.000047         0.002256          1.737805         -0.487805         -0.762195
    0.004279         -0.001014         -0.000735          2.439024         -0.548781         -1.067073
    -0.000092         -0.003741         -0.000588          3.018293         -0.731707         -1.006098
    -0.000465         -0.008071         0.001678          3.780488         -0.945122         -1.097561
    -0.002911         -0.004699         0.011108          5.304878         -0.945122         -1.463415
    -0.00018         0.0021         0.004394          7.621952         -1.219512         -1.554878
    0.004348         0.01086         0.013281          8.20122         -1.463415         -1.097561
    0.002111         0.01611         0.0075          5.731708         -1.189024         -0.914634
    0.000712         0.012302         0.005219          3.689024         -1.097561         -0.823171
    -0.004703         0.004177         -0.000122          2.926829         -1.036585         -0.609756
    -0.007474         -0.002322         0.002442          2.957317         -1.006098         -0.518293
    -0.008713         -0.006741         0.005664          2.926829         -0.670732         -0.609756
    -0.003455         -0.007541         0.004141          3.658537         -0.396341         -0.762195
    -0.00042         -0.00154         0.00468          4.420732         -0.609756         -0.823171
    0.002008         0.001893         0.00765          4.390244         -0.670732         -0.670732
    0.004536         0.005811         0.005534          3.780488         -0.70122         -0.365854
    0.002652         0.006211         0.002474          3.536585         -0.670732         -0.396341
    0.005442         0.01161         0.004518          4.054878         -0.457317         -0.518293
    0.005135         0.01046         -0.002831          4.45122         -0.304878         -0.426829
    0.003717         0.010711         0.002814          3.567073         0         -0.396341
    0.002778         0.000561         0.004009          1.310976         0.182927         -0.27439
    0.007692         -0.012051         0.000277          -0.335366         0.182927         -0.335366
    0.007325         -0.012375         0.001394          0.030488         0.426829         0
    0.004493         0.003967         0.009904          1.128049         0.640244         -0.304878
