      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.154883         -0.346484         0.679883          null         null         null
    -0.118438         -0.264102         0.531211          null         null         null
    -0.087133         -0.225734         0.413836          null         null         null
    -0.05037         -0.183127         0.354311          null         null         null
    -0.008265         -0.160564         0.298683          null         null         null
    0.009599         -0.136459         0.252032          null         null         null
    0.018617         -0.116589         0.185806          null         null         null
    0.020167         -0.072959         0.131066          null         null         null
    -0.009648         -0.032195         0.19372          1.95122         -3.810976         -0.640244
    -0.020609         -0.042748         0.16982          -8.20122         -0.457317         -1.95122
    -0.047542         -0.059394         0.07609          -15.884147         3.658537         -1.036585
    -0.049752         -0.052789         0.036263          -12.5         2.682927         -0.579268
    -0.039021         -0.040864         0.028034          -5.914634         1.585366         0.091463
    -0.034537         -0.021558         0.025552          -0.060976         1.219512         1.006098
    -0.019231         0.002871         0.022785          3.658537         0.518293         1.341463
    -0.014408         0.01714         0.014127          4.329268         -0.030488         1.463415
    -0.001175         0.023087         0.009348          2.713415         -0.487805         0.97561
    -0.000354         0.008509         -0.000529          0.335366         -0.487805         0.579268
    0.008896         0.004463         0.002702          -0.457317         -0.792683         -0.457317
    0.010437         -0.003265         0.013489          -0.548781         -1.006098         -0.823171
    0.009912         -0.017651         0.016456          -1.036585         -0.731707         -1.097561
    0.002852         -0.027012         0.003204          -1.341463         0.243902         -0.579268
    -0.00514         -0.021609         -0.000953          -0.243902         0.670732         0.213415
    -0.008409         -0.005569         0.003535          1.646342         0.70122         0.335366
    -0.000868         0.011561         0.013765          2.378049         0.243902         0.396341
    -0.003819         0.015694         0.019411          0.304878         0.27439         0.030488
    -0.00872         0.008063         0.013575          -1.829268         0.396341         -0.335366
    -0.005608         0.001568         0.011446          -2.77439         0.243902         -0.579268
    -0.008198         -0.004605         0.003883          -3.20122         0.426829         -0.579268
    -0.004996         -0.009934         -0.008221          -2.347561         0.243902         -0.426829
    -0.002434         -0.012635         -0.002085          -0.97561         -0.030488         -0.426829
    0.002154         -0.007178         0.002824          -0.548781         -0.182927         -0.243902
    -0.00355         -0.004961         0.000892          -0.060976         0.091463         0.426829
    0.000871         0.003453         -0.003583          0.884146         0.060976         0.518293
    0.0089         0.004715         0.002993          0.731707         0.213415         0.27439
    0.00419         -0.001501         -0.006395          -0.243902         0.640244         0.640244
    -0.005046         -0.001592         0.001134          -0.792683         0.670732         0.579268
    -0.004818         -0.000101         0.004228          -1.341463         0.70122         0.304878
    -0.005808         0.002067         0.006117          -1.493902         0.518293         -0.304878
    0.001799         -0.00694         0.01251          -1.280488         0.457317         -0.457317
    0.001635         -0.009458         0.006493          -0.731707         0.70122         0.396341
    0.001112         -0.003856         -0.003009          -0.762195         0.914634         0.70122
    -0.003798         0.005705         -0.012368          -0.091463         0.70122         1.128049
    0.001454         0.012571         -0.007551          0.70122         0.182927         1.036585
    0.002726         0.009667         -0.00272          0.884146         0.27439         0.97561
    -0.000749         0.013983         -0.006473          0.457317         0.121951         0.670732
    -0.000013         0.009429         -0.008889          -0.396341         0.091463         0.152439
    0.001747         0.009301         -0.002033          -0.731707         -0.152439         -0.487805
