      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z

    -0.011433         -0.040269         0.027386          -4.573171         1.310976         -0.670732
    -0.006998         -0.020301         0.020542          -1.280488         -0.365854         0.97561
    -0.006771         -0.010577         0.012332          -1.097561         -0.731707         0.518293
    -0.003854         -0.009633         0.007717          -2.743902         -0.945122         0.335366
    -0.004841         -0.020207         -0.001639          -3.04878         -0.640244         -0.121951
    -0.009341         -0.020462         -0.002092          -2.652439         0.457317         -0.609756
    -0.016653         -0.017346         0.008092          -1.768293         1.615854         -1.585366
    -0.009807         -0.022666         0.027567          -0.457317         1.463415         -1.493902
    0.000358         -0.004852         0.027522          -1.128049         1.798781         -1.890244
    -0.001276         -0.010327         0.013424          -3.140244         2.804878         -2.012195
    0.001518         0.0017         0.001755          -2.469512         2.652439         -1.585366
    -0.005231         0.006438         -0.000159          -2.134146         2.743902         -1.676829
    -0.012193         -0.000709         0.001045          -2.957317         2.408537         -1.097561
    -0.010145         -0.015606         0.011383          -2.957317         3.597561         -1.219512
    -0.008702         -0.027329         0.024927          -3.353659         3.993902         0.579268
    0.001632         -0.029676         0.020723          -3.963415         4.939024         0.426829
    -0.001038         -0.037803         0.002906          -3.567073         3.414634         1.859756
    0.019092         -0.009539         -0.020527          -0.548781         0.518293         1.493902
    0.024844         0.013267         -0.037515          3.719512         -1.737805         2.926829
    0.001906         0.034051         -0.041145          7.22561         -2.560976         6.219512
    -0.003358         0.060639         -0.036431          8.658537         -1.25         7.987805
    -0.002491         0.064332         -0.011762          9.908537         0.609756         8.689025
    -0.01293         0.054981         0.022231          9.268293         2.22561         6.189024
    -0.012688         0.033047         0.044933          4.542683         2.408537         0.884146
    -0.006439         0.00593         0.047665          -0.457317         2.560976         -1.920732
    -0.008862         -0.009709         0.042038          -4.115854         3.140244         -3.384146
    -0.005918         -0.02183         0.013709          -8.170732         3.109756         -5.304878
    -0.010594         -0.036995         -0.008369          -10.335366         2.378049         -6.158537
    -0.007694         -0.037799         -0.022711          -9.420732         1.25         -5.335366
    0.004587         -0.034927         -0.024028          -7.378049         0.060976         -3.993902
    0.007576         -0.022082         -0.012972          -4.969512         -1.219512         -2.682927
    0.003522         -0.009463         -0.003542          -2.804878         -1.829268         -1.798781
    0.002427         -0.005226         -0.007716          -0.823171         -2.317073         -0.945122
    0.006824         0.006171         -0.010079          1.158537         -2.347561         -0.182927
    0.007803         0.00689         -0.015681          1.707317         -2.560976         0.579268
    0.007219         0.010004         -0.010201          1.463415         -3.658537         0.579268
    0.006361         0.008003         -0.008942          1.615854         -3.75         -0.152439
    0.001378         0.006207         0.003003          2.957317         -4.207317         0.823171
    -0.00046         0.00477         0.006113          3.658537         -3.780488         1.097561
    -0.005837         0.007137         0.00743          3.719512         -2.743902         1.128049
    -0.003498         0.0061         0.013951          3.841464         -2.22561         0.457317
    0.002866         0.002341         0.011747          2.713415         -1.341463         -0.762195
    0.004637         -0.001252         0.010374          1.493902         -0.792683         -1.585366
    0.006444         -0.009791         0.01162          0.70122         -0.365854         -1.981707
    0.006717         -0.002364         0.004804          0.762195         0.182927         -1.981707
    0.001663         0.006117         -0.000259          0.670732         0.518293         -2.134146
    0.000159         0.004503         -0.003723          0.213415         -0.091463         -2.164634
    -0.005733         0.007704         -0.007861          -0.121951         -0.670732         -2.987805
    -0.004977         0.004015         0.006211          -0.914634         -1.859756         -3.597561
    -0.004958         -0.004406         0.017469          -1.219512         -1.707317         -3.231707
    0.005604         -0.010946         0.022569          -1.25         -0.640244         -2.926829
    0.003311         -0.013054         0.016102          -2.743902         0.457317         -3.079268
    0.005383         -0.012396         0.00253          -4.29878         1.432927         -3.018293
    0.005479         -0.010894         -0.012624          -4.359756         2.835366         -2.560976
    0.006336         -0.001488         -0.017912          -3.567073         4.329268         -1.158537
    0.00878         -0.004706         -0.019017          -3.170732         5         0.579268
