      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.168164         -0.424805         0.647656          null         null         null
    -0.133359         -0.346875         0.509141          null         null         null
    -0.113914         -0.279648         0.399695          null         null         null
    -0.089569         -0.226648         0.323077          null         null         null
    -0.070288         -0.174483         0.274868          null         null         null
    -0.052519         -0.140368         0.226535          null         null         null
    -0.044164         -0.117567         0.164822          0.091463         -1.189024         1.158537
    -0.042948         -0.100695         0.121701          -2.896342         -0.060976         -1.402439
    -0.032406         -0.078798         0.103806          -0.945122         -0.243902         -1.25
    -0.021237         -0.060304         0.101014          0.121951         0.030488         -1.097561
    -0.012888         -0.04004         0.095655          -0.060976         0.487805         -0.823171
    -0.019099         -0.019923         0.072031          -1.676829         0.762195         -1.097561
    -0.016061         -0.010274         0.040047          -4.359756         0.243902         -1.981707
    -0.008161         -0.017008         0.029694          -5.731708         0.365854         -3.170732
    -0.004185         -0.02181         0.025122          -5.54878         0.914634         -3.810976
    0.002121         -0.024479         0.025957          -4.939024         0.365854         -4.268293
    0.003259         -0.021732         0.009633          -5.213415         -0.243902         -4.359756
    0.000654         -0.030081         0.004386          -5.243903         -0.426829         -4.02439
    0.00189         -0.02094         0.002142          -4.085366         -0.823171         -3.719512
    0.002684         -0.016556         0.002299          -3.871951         -1.158537         -3.109756
    0.002929         -0.018128         -0.001481          -3.323171         -1.432927         -2.22561
    -0.003321         -0.005518         0.004089          -1.585366         -1.402439         -1.707317
    -0.005977         -0.003242         -0.000635          -2.469512         -1.585366         -1.646342
    -0.00068         -0.007086         0.003593          -2.22561         -0.884146         -1.402439
    0.000042         -0.004106         0.010882          -1.158537         0.182927         -1.432927
    0.001205         0.001793         0.013003          -1.768293         0.762195         -1.463415
    0.003113         -0.004034         -0.003465          -3.323171         0.579268         -1.463415
    -0.00376         0.001265         -0.008631          -3.018293         1.128049         -1.310976
    0.00207         0.002184         -0.004171          -2.042683         1.006098         -1.463415
    0.001656         -0.006066         0.008773          -0.914634         1.463415         -1.615854
    0.000934         -0.007196         0.006628          -0.884146         0.884146         -1.463415
    -0.001792         -0.006538         -0.002706          -1.310976         1.158537         -1.097561
    -0.005925         0.004535         -0.008415          -0.670732         1.493902         -0.640244
    -0.003764         -0.002231         -0.001068          -0.335366         1.097561         -0.640244
    0.013005         -0.002371         0.005591          0.579268         0.762195         -0.396341
    0.006302         0.006892         0.00584          1.189024         1.006098         -0.304878
    -0.001599         0.003951         -0.010367          0.335366         0.426829         -0.335366
    -0.003428         0.007849         -0.008879          -0.091463         0.030488         -0.396341
    0.000774         -0.006807         0.002467          -0.70122         -0.487805         -0.335366
    0.006478         -0.01111         0.008223          -0.853659         -0.609756         -0.121951
    0.007722         -0.00713         0.005407          -0.640244         -0.426829         0.060976
    -0.003784         -0.002188         -0.003096          -0.030488         -0.091463         0.304878
    0.004004         0.00489         0.002601          0.945122         -0.091463         0.548781
    -0.004804         0.011334         0.000909          0.792683         0.152439         0.152439
    -0.009898         0.006137         -0.005718          -0.487805         0.213415         -0.27439
    -0.004989         0.005105         -0.013559          -0.853659         0.060976         -0.518293
    0.003821         -0.006072         0.002239          0.792683         -0.060976         -1.006098
