      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z

    -0.002215         -0.041645         0.04081          1.432927         1.554878         -1.371951
    -0.000795         -0.032925         0.023273          0.121951         1.310976         -1.371951
    -0.001222         -0.025168         0.014517          0.030488         1.036585         -1.341463
    -0.001759         -0.017986         0.012395          0.670732         0.945122         -0.609756
    -0.003556         -0.022787         0.005228          2.22561         0.152439         -0.030488
    -0.006555         -0.013933         0.017659          4.176829         -0.396341         -0.426829
    -0.008565         -0.013099         0.017252          4.329268         -0.731707         -0.70122
    -0.011344         -0.004425         0.01556          3.75         -0.97561         -0.426829
    -0.006927         -0.002173         0.01362          2.408537         -0.884146         -1.036585
    -0.002612         -0.00291         0.004841          1.067073         -0.70122         -1.615854
    0.003575         -0.00682         0.002115          1.25         -0.579268         -1.768293
    0.003446         0.000598         -0.000456          2.378049         -0.243902         -1.402439
    0.00471         -0.000693         0.002174          2.77439         -0.365854         -1.25
    -0.000529         -0.004851         0.002325          3.20122         -0.548781         -0.792683
    0.00192         -0.003686         0.008891          4.085366         -0.792683         -0.70122
    -0.001198         0.000176         0.012191          3.628049         -1.219512         -0.97561
    -0.000177         0.005024         0.01112          2.560976         -1.676829         -1.128049
    0.002202         0.008316         0.007334          1.432927         -1.646342         -1.585366
    0.002543         0.003528         0.003914          0.670732         -1.554878         -1.676829
    0.006722         0.000674         -0.004096          0.792683         -1.402439         -1.493902
    0.004987         -0.004734         -0.008355          1.310976         -1.219512         -1.036585
    0.002427         -0.003788         -0.007465          1.859756         -1.128049         -0.97561
    0.002137         -0.002249         -0.000699          2.195122         -0.945122         -1.036585
    0.000342         0.004256         0.00823          2.469512         -0.792683         -1.036585
    -0.001875         0.001842         0.003654          2.713415         -0.609756         -0.97561
    -0.002086         0.009677         0.008392          2.164634         -0.213415         -1.128049
    -0.002645         0.00696         0.003198          0.884146         0.182927         -1.402439
    -0.000163         -0.001463         -0.005254          0.243902         0.304878         -1.25
    -0.00013         -0.007421         -0.00518          1.036585         0.365854         -1.280488
    0.003802         -0.009257         -0.000237          2.103659         0.304878         -1.310976
    0.002651         -0.005843         0.003912          3.262195         0.213415         -1.310976
    0.000168         0.003724         0.004301          4.390244         0.060976         -1.067073
    -0.003382         0.007276         0.006566          4.542683         -0.213415         -1.067073
    -0.00251         0.012462         0.00662          3.810976         -0.304878         -1.189024
    0.001312         0.005086         0.005687          2.957317         -0.487805         -1.310976
    0.000464         0.000358         0.003963          2.743902         -0.640244         -1.158537
    0.001738         0.002826         0.005905          2.591464         -0.548781         -1.158537
    0.002953         0.00519         -0.002893          1.981707         -0.426829         -0.945122
    0.001777         0.003566         -0.000947          1.890244         -0.335366         -0.792683
    0.005913         -0.000077         -0.003492          2.256098         -0.365854         -0.884146
    0.006684         -0.002796         -0.000645          3.079268         -0.365854         -0.853659
    0.004566         0.004404         0.005734          4.268293         -0.121951         -0.670732
    0.001309         0.006453         0.010446          4.054878         0.091463         -0.823171
    0.001242         -0.001283         0.008357          2.743902         0.27439         -0.792683
    -0.002131         -0.004347         0.006295          2.22561         0.609756         -0.548781
    -0.003072         0.000234         0.002497          2.317073         0.670732         -0.579268
    0.003206         0.004484         0.004146          1.890244         0.70122         -1.006098
    0.002565         0.00847         -0.001175          1.371951         0.304878         -0.731707
    0.004201         0.006776         0.002575          2.012195         0.182927         -0.762195
    0.003165         0.012452         0.005771          2.530488         0.213415         -0.487805
    -0.000398         0.007227         0.002859          1.737805         0.152439         -0.396341
    -0.000123         0.000118         0.000725          0.731707         0.152439         -0.304878
    -0.002637         -0.00557         -0.004889          0.670732         0.579268         -0.579268
    -0.000352         -0.011683         -0.001763          1.52439         0.426829         -0.579268
    -0.002039         -0.006807         -0.000043          2.103659         0.518293         -0.457317
    -0.006124         -0.002321         0.000552          2.77439         0.365854         -0.640244
    -0.00568         0.00205         -0.000731          3.597561         0.243902         -0.640244
    -0.004544         0.007109         0.004689          3.841464         0.213415         -0.70122
    0.002224         0.012327         0.007853          3.109756         0.091463         -1.067073
    0.004904         0.012792         0.009993          2.195122         0.182927         -1.097561
    0.005095         0.006522         0.006041          1.554878         0.27439         -1.036585
    0.000561         0.000726         0.005614          1.402439         0.304878         -0.97561
    0.001034         -0.005474         0.00371          1.25         0.426829         -1.036585
    0.000828         -0.000473         0.000429          1.463415         0.335366         -1.097561
    0.00281         0.004309         -0.006297          1.067073         0.182927         -0.853659
    0.00635         0.003838         -0.00953          0.670732         -0.243902         -0.548781
    0.003322         0.001898         -0.00196          1.128049         -0.335366         -0.365854
    -0.001834         -0.000239         0.008588          2.134146         0         -0.060976
    -0.000296         -0.001168         0.007066          1.646342         0.487805         -0.27439
    -0.009221         -0.003083         0.001551          0.640244         1.402439         -0.396341
    -0.005424         -0.000318         -0.002079          -0.762195         1.402439         -0.762195
    0.000349         -0.007676         -0.002835          -0.823171         1.128049         -0.853659
    -0.001088         0.00089         0.000075          1.036585         0.670732         -0.457317
    -0.002628         0.003447         0.00592          1.829268         0.609756         -0.823171
    -0.001907         0.000609         0.007665          1.646342         0.609756         -0.97561
    -0.001135         0.00537         0.005937          1.646342         0.792683         -1.036585
    0.002998         -0.003321         0.000648          1.189024         0.762195         -0.70122
    0.006109         0.001054         -0.003583          1.676829         0.792683         -0.609756
    0.008208         -0.003844         -0.002085          2.378049         0.853659         -0.426829
    0.009496         0.001221         0.003801          3.20122         0.884146         -0.182927
