      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z

    0.009214         -0.043037         0.039315          3.353659         -0.335366         -1.371951
    0.003856         -0.038141         0.030475          3.018293         -0.97561         -0.97561
    0.001522         -0.026997         0.026138          3.109756         -1.463415         -1.006098
    -0.001907         -0.01984         0.019348          2.743902         -1.067073         -1.189024
    -0.001526         -0.012356         0.016846          1.981707         -0.823171         -1.615854
    -0.00044         -0.00676         0.011133          2.22561         -0.97561         -1.554878
    0.001211         -0.002478         0.015156          2.865854         -1.280488         -1.52439
    0.004289         -0.006866         0.013492          2.77439         -0.97561         -1.554878
    0.003627         -0.01018         0.008841          2.286585         -0.792683         -1.920732
    -0.001786         -0.007753         0.000627          1.95122         -0.823171         -1.859756
    0.00443         -0.006593         -0.0036          2.012195         -1.067073         -1.829268
    0.001396         -0.001564         -0.003271          2.896342         -1.341463         -1.676829
    0.006781         -0.002032         0.005391          3.810976         -1.371951         -1.676829
    0.004057         -0.002993         0.009977          4.115854         -1.219512         -1.890244
    0.004027         -0.000637         0.012279          4.542683         -1.341463         -2.042683
    0.002831         0.003202         0.006307          4.268293         -1.646342         -1.768293
    0.001679         0.006077         -0.002767          4.359756         -1.737805         -1.676829
    0.004468         0.000565         -0.001823          4.72561         -1.310976         -1.615854
    0.002793         0.001428         -0.000677          5.731708         -0.731707         -1.493902
    -0.00089         0.005244         0.008833          6.585366         -0.213415         -1.432927
    -0.001689         0.010445         0.006481          7.012195         -0.304878         -1.310976
    -0.00096         0.012263         0.00831          6.676829         -0.457317         -0.97561
    0.001771         0.010396         0.008406          5.396342         -0.670732         -0.70122
    0.00669         -0.00223         0.006529          4.054878         -0.487805         -0.97561
    0.004375         -0.004128         0.003466          3.47561         0.060976         -1.310976
    0.004672         -0.004279         0.002187          4.329268         0.030488         -1.707317
    -0.001536         0.003803         0.005655          5.457317         0.213415         -1.768293
    0.001506         0.006754         0.000813          5.396342         0.243902         -1.920732
    0.001595         0.011262         0.007291          5.030488         -0.243902         -1.615854
    0.002253         0.010572         0.011302          3.902439         -0.548781         -1.097561
    0.000826         0.007091         0.014901          3.079268         -0.823171         -0.914634
    0.001832         0.002352         0.007233          2.469512         -1.006098         -0.97561
    -0.002245         -0.000267         0.003443          2.5         -0.27439         -1.52439
    -0.001601         -0.00119         -0.000175          1.554878         0.152439         -1.768293
    -0.002062         -0.006225         -0.00932          1.128049         -0.27439         -1.859756
    -0.00204         -0.002832         -0.01019          2.652439         -0.792683         -1.646342
    0.001688         -0.001875         -0.00991          4.054878         -0.97561         -1.52439
    0.004085         0.001625         -0.001092          5.457317         -0.853659         -1.432927
    0.004049         -0.000458         0.000298          7.195122         -0.487805         -1.646342
    -0.001253         0.001782         0.014692          8.902439         -0.060976         -1.768293
    0.001732         -0.000527         0.010191          9.146341         -0.030488         -2.378049
    0.001581         0.007781         0.016942          8.628049         -0.304878         -1.859756
    0.006734         0.007202         0.009647          6.859756         -0.823171         -1.646342
    0.006949         0.017675         0.010061          7.164634         -1.158537         -1.676829
    0.006536         0.008086         -0.001716          6.646342         -2.195122         -1.097561
    0.022026         0.017211         0.008197          8.567074         -2.530488         -0.640244
    0.019378         0.006933         0.009292          7.804878         -2.652439         0.762195
    0.037378         0.019023         0.011535          7.804878         -4.207317         2.5
    0.041621         0.023226         0.027392          7.408537         -6.585366         6.280488
    0.05107         0.017995         0.038125          6.554878         -11.585366         11.280488
    0.037731         0.009513         0.043195          9.207317         -15.670732         15.54878
    0.017685         -0.000593         0.057994          13.902439         -21.859756         19.29878
    0.047546         -0.000865         0.007137          11.737805         -33.658539         21.981709
    0.031396         -0.033309         -0.010111          14.176829         -31.036587         25.731709
    -0.026445         0.084486         0.042497          23.445122         -17.286585         16.310976
    -0.05807         0.13087         0.066615          17.225611         -6.25         2.042683
    -0.103488         0.100985         0.082198          8.292683         6.707317         -10.27439
    -0.121853         0.098952         0.064001          3.292683         18.689024         -20.792683
    -0.128146         0.054357         0.026982          -4.45122         27.195122         -31.12805
    -0.125954         0.003446         -0.010641          -9.054878         35.182926         -38.719513
    -0.11717         -0.037087         -0.0257          -13.109756         41.951221         -45.548782
    -0.074986         -0.111115         -0.04556          -19.390244         47.2561         -53.231709
    -0.018778         -0.150415         -0.070628          -18.231709         51.402439         -58.841465
    0.000798         -0.115449         -0.057479          -7.012195         55.121952         -57.164635
    0.025834         -0.122047         -0.095592          4.329268         50.975613         -48.902439
    0.021839         -0.087677         -0.116904          14.29878         41.097561         -41.219513
    0.050479         -0.076977         -0.14196          14.420732         29.512196         -33.902439
    0.087453         -0.057675         -0.130561          12.22561         18.20122         -26.737806
    0.125236         -0.075437         -0.122222          7.896342         7.073171         -18.109756
    0.151166         -0.027733         -0.075903          11.859756         -2.012195         -7.408537
    0.143784         -0.004022         -0.037284          18.109756         -9.45122         4.878049
    0.12284         0.023345         -0.011859          18.932928         -17.042683         17.012196
    0.11917         0.071801         0.02313          14.29878         -26.12805         26.707317
    0.129125         0.093964         0.054246          4.969512         -36.280487         34.908539
    0.132011         0.09646         0.060194          -2.469512         -45.853661         42.378048
    0.112835         0.078535         0.082335          -2.591464         -51.128052         48.140244
    0.070932         0.099157         0.137157          2.743902         -49.634148         51.798782
    0.039949         0.112138         0.173788          7.77439         -48.597561         53.170734
    -0.002806         0.107093         0.170085          5         -50.457317         53.93293
    -0.023339         0.105792         0.134701          -3.47561         -53.170734         52.286587
    -0.072187         0.037954         0.070847          -6.615854         -49.847561         48.993904
    -0.162437         0.026652         0.048084          -7.987805         -38.932926         38.048782
    -0.207489         0.024447         0.0621          -13.353659         -17.256098         16.493902
    -0.225756         0.029128         0.069992          -15.884147         9.573171         -8.353659
    -0.209121         0.019201         0.051111          -13.04878         29.024391         -25.70122
    -0.195031         -0.015304         -0.001494          -11.615854         40.365856         -33.262196
    -0.164423         -0.034509         -0.046117          -6.95122         49.085365         -41.219513
    -0.111226         -0.034052         -0.067753          -2.987805         56.371952         -47.865856
    -0.054801         -0.066304         -0.067679          -0.884146         60.823174         -50.548782
    0.043268         -0.109098         -0.069573          -3.04878         58.689026         -49.512196
    0.080904         -0.132786         -0.121088          -12.713415         48.658539         -43.292683
    0.134059         -0.160135         -0.150972          -12.317074         33.292683         -34.085365
    0.153536         -0.134944         -0.129762          -4.054878         15.243903         -22.317074
    0.150173         -0.109713         -0.095021          -3.871951         -5.030488         -7.408537
    0.171115         -0.060817         -0.104727          -3.079268         -21.920732         4.512195
    0.116189         0.012088         -0.057415          11.280488         -25.182928         14.29878
    0.076349         0.065921         0.013639          22.073172         -25.54878         22.560976
    0.055806         0.084182         0.054075          18.62805         -30.518293         26.006098
    0.047184         0.111291         0.076854          8.75         -37.560978         27.347561
    0.044778         0.085712         0.067538          2.408537         -41.036587         30.030489
    0.033479         0.053335         0.065944          5.426829         -38.567074         31.006098
    -0.016186         0.100872         0.09924          9.390244         -28.079269         24.024391
    -0.099081         0.100033         0.123532          -0.670732         -8.567074         10.54878
    -0.134343         0.075144         0.114256          -11.067074         10.640244         -5.97561
    -0.145951         0.080623         0.101561          -11.402439         26.189026         -19.908537
