      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.08418         -0.536914         0.563672          null         null         null
    -0.077305         -0.452188         0.422422          null         null         null
    -0.067508         -0.381867         0.307469          null         null         null
    -0.051272         -0.332447         0.205155          null         null         null
    -0.011721         -0.316934         0.135413          null         null         null
    -0.026564         -0.252375         0.106377          null         null         null
    -0.051134         -0.168502         0.109711          null         null         null
    -0.031142         -0.101598         0.139917          null         null         null
    -0.00128         -0.121708         0.110567          -13.963415         5.121951         -6.067073
    0.000538         -0.115531         0.059156          -19.207317         5.70122         -5.426829
    -0.000351         -0.096331         0.028575          -17.195122         5.731708         -2.530488
    0.000501         -0.046987         0.046884          -11.615854         5.731708         -1.829268
    -0.005068         -0.03837         0.033405          -8.719512         5.518293         -4.817073
    -0.000148         -0.041439         0.02731          -4.481708         4.207317         -4.664634
    -0.013595         -0.017917         0.027512          -0.762195         3.689024         -2.103659
    -0.01029         -0.01238         0.014002          -1.890244         2.347561         -2.256098
    -0.002568         -0.011271         0.011787          -3.384146         0.914634         -3.231707
    -0.001664         -0.009017         0.025836          -3.323171         0.548781         -2.530488
    -0.002698         0.000404         0.025552          -3.689024         0.853659         -2.591464
    0.006826         -0.008662         0.020246          -3.902439         1.341463         -3.353659
    0.009367         -0.011421         0.009947          -3.75         2.073171         -2.591464
    0.003587         -0.017536         -0.003566          -4.664634         2.621951         -1.676829
    0.003456         -0.007583         -0.000704          -5.823171         2.77439         -1.676829
    -0.004267         -0.011145         -0.007204          -5.152439         2.469512         -1.859756
    -0.004781         -0.001494         -0.009474          -1.981707         2.347561         -1.036585
    -0.003238         0.005641         -0.00172          -1.128049         1.95122         -1.737805
    -0.000247         0.008028         0.000382          -1.890244         1.52439         -3.506098
    0.007615         -0.01096         0.005188          -2.804878         1.036585         -3.20122
    0.003358         -0.021854         0.003565          -3.993902         1.036585         -1.310976
    -0.002392         -0.005179         0.002266          -4.176829         1.737805         -0.823171
    -0.003671         0.003474         -0.010297          -3.384146         2.347561         -1.554878
    -0.000008         -0.001713         -0.002378          -2.439024         2.195122         -1.920732
    0.001556         0.0082         0.005715          -3.506098         1.829268         -2.347561
    0.006909         0.013005         0.003009          -4.939024         1.981707         -3.963415
    0.001035         0.004545         -0.016538          -7.317073         2.743902         -5
    -0.00718         -0.007497         -0.037644          -10.365854         2.408537         -6.036585
    -0.008673         0.013143         -0.009608          -12.804878         1.981707         -8.262196
    0.009468         -0.012532         0.009111          -12.865854         -0.060976         -8.963415
    -0.001801         -0.03444         0.011          -9.176829         -1.158537         -5.97561
    0.006567         -0.017396         0.006847          -3.262195         -1.067073         -5.670732
    0.014629         -0.022706         -0.00546          -1.036585         -0.548781         -5.487805
    0.00975         -0.003711         -0.000462          -0.365854         -0.121951         -3.871951
    -0.000989         -0.001602         0.007638          -0.091463         0.426829         -3.384146
    0.002529         -0.003625         -0.003069          -0.670732         0.030488         -3.75
    0.011008         0.001397         -0.00226          -0.457317         0.365854         -4.359756
    0.012517         -0.00357         -0.006105          -0.853659         0.579268         -2.987805
    0.005717         -0.003052         -0.013868          -0.457317         0.731707         -1.219512
    0.001253         0.004785         0.001796          1.25         0.365854         -0.365854
