      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    0.020312         -0.322266         0.728516          null         null         null
    0.01957         -0.254492         0.583203          null         null         null
    0.017023         -0.204766         0.469883          null         null         null
    0.013814         -0.15893         0.374539          null         null         null
    0.011637         -0.121089         0.303537          null         null         null
    0.008529         -0.099606         0.240291          null         null         null
    0.00487         -0.082614         0.1936          null         null         null
    0.005849         -0.065505         0.157028          null         null         null
    0.006632         -0.053967         0.125037          null         null         null
    0.000618         -0.044931         0.099639          null         null         null
    0.002643         -0.038093         0.076195          null         null         null
    0.000747         -0.028717         0.060956          null         null         null
    0.001574         -0.018872         0.051695          null         null         null
    -0.001866         -0.01959         0.037645          0.030488         0.396341         0.457317
    0.000461         -0.018797         0.03285          -0.945122         0.396341         -0.487805
    -0.00178         -0.012108         0.021202          -0.060976         0.426829         -0.579268
    -0.000838         -0.003241         0.019696          0.060976         0.518293         -0.70122
    0.001869         -0.007866         0.019663          -0.792683         0.518293         -0.731707
    0.001495         -0.006488         0.011434          -1.006098         0.70122         -0.823171
    0.000805         -0.004409         0.007194          -0.884146         0.457317         -0.731707
    0.002207         -0.006848         0.00888          -0.548781         0.335366         -0.609756
    0.003523         -0.005283         0.011987          -0.152439         0.335366         -0.70122
    -0.000306         -0.001687         0.005488          -0.121951         0.457317         -0.609756
    0.000731         -0.004084         0.002437          -0.396341         0.304878         -0.487805
    -0.001563         0.000834         -0.001957          -0.487805         0.335366         -0.396341
    0.000312         0.000667         0.004685          -0.27439         0.243902         -0.426829
    0.000835         -0.00181         0.003748          -0.060976         0.213415         -0.914634
    0.003207         0.00031         0.005733          -0.304878         0.243902         -1.067073
    0.000417         -0.004049         0.001266          -0.548781         0.365854         -0.609756
    -0.001814         -0.000505         -0.001917          -0.396341         0.365854         -0.121951
    -0.006139         0.003307         -0.001924          -0.396341         0.579268         -0.121951
    -0.003935         0.006161         -0.002516          -0.945122         0.365854         -0.457317
    -0.000609         -0.001126         0.002675          -1.189024         0.426829         -0.396341
    0.001857         -0.000901         -0.000595          -1.006098         0.518293         -0.548781
    0.000704         -0.004236         0.000891          -0.884146         0.518293         -0.487805
    0.003298         -0.006904         -0.002802          -1.067073         0.609756         -0.579268
    0.002833         -0.002594         -0.001656          -1.371951         0.670732         -0.731707
    0.004611         -0.000708         0.003363          -1.493902         0.487805         -0.670732
    0.003102         -0.000566         0.004253          -0.853659         0.640244         -0.487805
    0.00424         0.003063         0.005551          -0.152439         0.518293         -0.426829
    -0.000124         0.005184         0.004245          -0.030488         0.579268         -0.121951
    -0.00381         0.001609         -0.002268          -0.487805         0.487805         0.060976
    -0.003048         -0.002229         -0.008846          -0.945122         0.365854         -0.121951
    -0.00322         -0.002955         -0.009811          -1.067073         0.457317         -0.182927
    -0.001404         0.00037         -0.007067          -1.128049         0.335366         0.030488
    -0.00249         0.000296         0.003916          -1.219512         0.182927         0
    -0.001406         0.0018         0.008407          -1.219512         0.335366         -0.152439
    -0.00093         0.000072         0.007702          -1.310976         0.518293         -0.335366
    0.000428         -0.007169         -0.000479          -1.402439         0.548781         -0.396341
    0.000733         -0.010618         -0.006438          -1.006098         0.640244         -0.365854
