      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.041211         -0.358203         0.707813          null         null         null
    -0.033359         -0.296719         0.568789          null         null         null
    -0.024539         -0.24382         0.451125          null         null         null
    -0.017678         -0.200134         0.355041          null         null         null
    -0.028986         -0.15835         0.286962          0.609756         -0.548781         4.29878
    -0.024166         -0.136445         0.228593          -0.853659         -0.060976         3.231707
    -0.023239         -0.111891         0.183265          0.548781         -0.304878         3.597561
    -0.01195         -0.092052         0.141729          2.591464         -0.487805         3.414634
    -0.003896         -0.066805         0.118657          4.115854         -0.762195         3.567073
    0.000985         -0.047585         0.09473          3.810976         -0.914634         3.780488
    0.00235         -0.032794         0.070706          2.804878         -1.25         3.963415
    -0.004956         -0.031704         0.053049          3.353659         -1.829268         4.420732
    -0.01666         -0.033762         0.037752          5.640244         -2.317073         4.756098
    -0.008445         -0.022908         0.032936          11.036586         -3.231707         4.146341
    0.006135         -0.002506         0.047052          13.780488         -3.262195         3.871951
    0.009204         -0.00181         0.052485          12.012196         -2.22561         4.146341
    0.019668         -0.001252         0.027926          12.073171         -1.432927         4.176829
    0.023938         0.010717         0.020583          13.75         -1.585366         4.329268
    0.035947         0.007792         0.023107          13.780488         -1.798781         4.359756
    0.044578         0.01932         0.030204          13.47561         -2.164634         4.634147
    0.052655         0.014675         0.031585          12.469513         -3.323171         5.97561
    0.049741         0.029318         0.044213          12.804878         -4.786585         8.20122
    0.054246         0.043181         0.048847          11.859756         -7.408537         10.518293
    0.048084         0.064623         0.045133          9.695122         -10.914635         12.195122
    0.022061         0.084706         0.043333          7.743903         -15.121952         13.689025
    -0.009695         0.093351         0.052439          5.182927         -19.908537         14.512196
    -0.015959         0.040696         0.0316          0.823171         -24.512196         13.628049
    -0.079173         0.022401         0.015514          -1.615854         -24.207317         11.036586
    -0.137362         0.030811         0.005966          5.640244         -20.54878         3.109756
    -0.166726         0.075626         0.009656          19.634148         -14.756098         -10.030488
    -0.17381         0.069875         -0.011807          29.786587         -7.865854         -21.280489
    -0.153111         0.028166         0.001687          33.201221         -2.073171         -29.17683
    -0.102176         -0.049733         0.00135          29.725611         3.109756         -34.512196
    -0.064749         -0.061466         -0.025873          23.231709         7.77439         -35.731709
    -0.035979         -0.115188         -0.080269          21.79878         11.615854         -34.390244
    0.008326         -0.128088         -0.10816          31.615854         13.231708         -31.432928
    0.06545         -0.146807         -0.097856          43.932926         13.353659         -27.5
    0.128337         -0.130922         -0.057387          58.170734         12.073171         -22.469513
    0.18138         -0.074464         0.021864          66.493904         8.414635         -15.731708
    0.230456         -0.05547         0.042101          55.823174         3.963415         -6.310976
    0.249599         -0.03754         0.031532          37.134148         -0.060976         5.518293
    0.250461         -0.021243         0.019757          23.475611         -4.756098         17.134148
    0.225759         0.013279         -0.017788          14.878049         -9.847561         28.475611
    0.17592         0.061209         -0.032395          13.628049         -16.189024         37.591465
    0.128431         0.102874         -0.005799          14.054878         -21.646341         44.024391
    0.09337         0.114916         0.041846          10.762196         -25.70122         48.323174
    0.063368         0.111855         0.074297          6.737805         -27.652439         51.067074
    0.018858         0.170343         0.093812          1.52439         -25.640245         50.518295
